"","CASHPOINTID","OPERATIONDATE","AMT_SCALED"
"124",3,2020-01-31,0.200549393892288
"125",4,2020-01-01,0.196160286664963
"126",4,2020-01-02,0.129452392458916
"127",4,2020-01-03,0.153784111142159
"128",4,2020-01-04,0.0966215655207634
"129",4,2020-01-05,0.0563158318400383
"130",4,2020-01-06,0.086810976266861
"131",4,2020-01-07,0.0781984776258469
"132",4,2020-01-08,0.0731413811445236
"133",4,2020-01-09,0.0524115562438965
"134",4,2020-01-10,0.0736504718661308
"135",4,2020-01-11,0.0560270696878433
"136",4,2020-01-12,0.0372367352247238
"137",4,2020-01-13,0.0760514736175537
"138",4,2020-01-14,0.065159484744072
"139",4,2020-01-15,0.0824241563677788
"140",4,2020-01-16,0.0819180756807327
"141",4,2020-01-17,0.0970229804515839
"142",4,2020-01-18,0.0644936785101891
"143",4,2020-01-19,0.0456164442002773
"144",4,2020-01-20,0.0952734053134918
"145",4,2020-01-21,0.140497729182243
"146",4,2020-01-22,0.138187855482101
"147",4,2020-01-23,0.147492155432701
"148",4,2020-01-24,0.181446820497513
"149",4,2020-01-25,0.132908627390862
"150",4,2020-01-26,0.0920796766877174
"151",4,2020-01-27,0.178863823413849
"152",4,2020-01-28,0.230711400508881
"153",4,2020-01-29,0.197239518165588
"154",4,2020-01-30,0.169475644826889
"155",4,2020-01-31,0.200551956892014
"156",5,2020-01-01,0.190749868750572
"157",5,2020-01-02,0.125883460044861
"158",5,2020-01-03,0.150512903928757
"159",5,2020-01-04,0.0956349298357964
"160",5,2020-01-05,0.0557728186249733
"161",5,2020-01-06,0.0865278616547585
"162",5,2020-01-07,0.0779813826084137
"163",5,2020-01-08,0.0729753449559212
"164",5,2020-01-09,0.0522673800587654
"165",5,2020-01-10,0.073534794151783
"166",5,2020-01-11,0.0559684708714485
"167",5,2020-01-12,0.0371895283460617
"168",5,2020-01-13,0.0760037451982498
"169",5,2020-01-14,0.0651189386844635
"170",5,2020-01-15,0.0823991298675537
"171",5,2020-01-16,0.0818995460867882
"172",5,2020-01-17,0.097012847661972
"173",5,2020-01-18,0.0644868463277817
"174",5,2020-01-19,0.0456104837357998
"175",5,2020-01-20,0.0952689275145531
"176",5,2020-01-21,0.140490978956223
"177",5,2020-01-22,0.138181805610657
"178",5,2020-01-23,0.147484600543976
"179",5,2020-01-24,0.181444436311722
"180",5,2020-01-25,0.132905423641205
"181",5,2020-01-26,0.0920787155628204
"182",5,2020-01-27,0.178863167762756
"183",5,2020-01-28,0.2307108938694
"184",5,2020-01-29,0.197239488363266
"185",5,2020-01-30,0.169475615024567
"186",5,2020-01-31,0.20055191218853
"187",6,2020-01-01,0.0808261930942535
"188",6,2020-01-02,0.0576650574803352
"189",6,2020-01-03,0.0774129703640938
"190",6,2020-01-04,0.0577802732586861
"191",6,2020-01-05,0.0271619707345963
"192",6,2020-01-06,0.0529463551938534
"193",6,2020-01-07,0.0480606816709042
"194",6,2020-01-08,0.0490762144327164
"195",6,2020-01-09,0.0301588177680969
"196",6,2020-01-10,0.0551641471683979
"197",6,2020-01-11,0.0468848124146461
"198",6,2020-01-12,0.0297829061746597
"199",6,2020-01-13,0.068825975060463
"200",6,2020-01-14,0.0589154697954655
"201",6,2020-01-15,0.0785356760025024
"202",6,2020-01-16,0.0790358334779739
"203",6,2020-01-17,0.0954471677541733
"204",6,2020-01-18,0.0634315758943558
"205",6,2020-01-19,0.0446876212954521
"206",6,2020-01-20,0.0945765376091003
"207",6,2020-01-21,0.139451235532761
"208",6,2020-01-22,0.137243181467056
"209",6,2020-01-23,0.146305561065674
"210",6,2020-01-24,0.181071132421494
"211",6,2020-01-25,0.132403492927551
"212",6,2020-01-26,0.091927096247673
"213",6,2020-01-27,0.178759306669235
"214",6,2020-01-28,0.23062664270401
"215",6,2020-01-29,0.197232633829117
"216",6,2020-01-30,0.169473230838776
"217",6,2020-01-31,0.2005495429039
"218",7,2020-01-01,0.100842408835888
"219",7,2020-01-02,0.0723412185907364
"220",7,2020-01-03,0.0873210281133652
"221",7,2020-01-04,0.0639617219567299
"222",7,2020-01-05,0.032262809574604
"223",7,2020-01-06,0.0594121292233467
"224",7,2020-01-07,0.0544243454933167
"225",7,2020-01-08,0.0543409064412117
"226",7,2020-01-09,0.0352426692843437
"227",7,2020-01-10,0.059519674628973
"228",7,2020-01-11,0.048999048769474
"229",7,2020-01-12,0.0315217301249504
"230",7,2020-01-13,0.0704836994409561
"231",7,2020-01-14,0.0603662021458149
"232",7,2020-01-15,0.079445406794548
"233",7,2020-01-16,0.0797107666730881
"234",7,2020-01-17,0.0958162024617195
"235",7,2020-01-18,0.0636803358793259
"236",7,2020-01-19,0.0449054129421711
"237",7,2020-01-20,0.0947399362921715
"238",7,2020-01-21,0.139695957303047
"239",7,2020-01-22,0.137464791536331
"240",7,2020-01-23,0.146585270762444
"241",7,2020-01-24,0.181160002946854
"242",7,2020-01-25,0.132523238658905
"243",7,2020-01-26,0.0919633060693741
"244",7,2020-01-27,0.178784132003784
"245",7,2020-01-28,0.230646789073944
"246",7,2020-01-29,0.197234258055687
"247",7,2020-01-30,0.169473826885223
"248",7,2020-01-31,0.200550138950348
"249",8,2020-01-01,0.113780155777931
"250",8,2020-01-02,0.0797511041164398
"251",8,2020-01-03,0.0921832323074341
"252",8,2020-01-04,0.0670686960220337
"253",8,2020-01-05,0.0348483547568321
"254",8,2020-01-06,0.0627248510718346
"255",8,2020-01-07,0.0575798600912094
"256",8,2020-01-08,0.056912861764431
"257",8,2020-01-09,0.0376855432987213
"258",8,2020-01-10,0.0615804418921471
"259",8,2020-01-11,0.0500078573822975
"260",8,2020-01-12,0.0323484316468239
"261",8,2020-01-13,0.0712695866823196
"262",8,2020-01-14,0.06105025857687
"263",8,2020-01-15,0.0798730179667473
"264",8,2020-01-16,0.0800278782844543
"265",8,2020-01-17,0.0959895774722099
"266",8,2020-01-18,0.0637971982359886
"267",8,2020-01-19,0.0450076833367348
"268",8,2020-01-20,0.0948166698217392
"269",8,2020-01-21,0.139811024069786
"270",8,2020-01-22,0.137568861246109
"271",8,2020-01-23,0.146716326475143
"272",8,2020-01-24,0.181201577186584
"273",8,2020-01-25,0.132579207420349
"274",8,2020-01-26,0.0919802263379097
"275",8,2020-01-27,0.178795725107193
"276",8,2020-01-28,0.230656176805496
"277",8,2020-01-29,0.197235018014908
"278",8,2020-01-30,0.169474065303802
"279",8,2020-01-31,0.200550377368927
"280",9,2020-01-01,0.182294741272926
"281",9,2020-01-02,0.119071468710899
"282",9,2020-01-03,0.143913358449936
"283",9,2020-01-04,0.0934792533516884
"284",9,2020-01-05,0.0545807108283043
"285",9,2020-01-06,0.0859010368585587
"286",9,2020-01-07,0.0774984955787659
"287",9,2020-01-08,0.0726056918501854
"288",9,2020-01-09,0.0519459210336208
"289",9,2020-01-10,0.0732766538858414
"290",9,2020-01-11,0.0558377876877785
"291",9,2020-01-12,0.0370842441916466
"292",9,2020-01-13,0.0758972689509392
"293",9,2020-01-14,0.0650284364819527
"294",9,2020-01-15,0.0823432579636574
"295",9,2020-01-16,0.0818581879138947
"296",9,2020-01-17,0.0969902351498604
"297",9,2020-01-18,0.0644716173410416
"298",9,2020-01-19,0.0455971993505955
"299",9,2020-01-20,0.0952589586377144
"300",9,2020-01-21,0.140475958585739
"301",9,2020-01-22,0.138168275356293
"302",9,2020-01-23,0.147467702627182
"303",9,2020-01-24,0.181439101696014
"304",9,2020-01-25,0.132898271083832
"305",9,2020-01-26,0.0920765623450279
"306",9,2020-01-27,0.178861692547798
"307",9,2020-01-28,0.230709671974182
"308",9,2020-01-29,0.197239369153976
"309",9,2020-01-30,0.169475585222244
"310",9,2020-01-31,0.200551882386208
"311",10,2020-01-01,0.00361652672290802
"312",10,2020-01-02,-0.00642626732587814
"313",10,2020-01-03,0.0316309183835983
"314",10,2020-01-04,0.0281591787934303
"315",10,2020-01-05,0.00118044763803482
"316",10,2020-01-06,0.0186873450875282
"317",10,2020-01-07,0.0103398114442825
"318",10,2020-01-08,0.0200285390019417
"319",10,2020-01-09,0.002299465239048
"320",10,2020-01-10,0.0296053141355515
"321",10,2020-01-11,0.0344105660915375
"322",10,2020-01-12,0.0185050740838051
"323",10,2020-01-13,0.0579098723828793
"324",10,2020-01-14,0.0498015694320202
"325",10,2020-01-15,0.0727905929088593
"326",10,2020-01-16,0.0747647285461426
"327",10,2020-01-17,0.0931111872196198
"328",10,2020-01-18,0.0618564896285534
"329",10,2020-01-19,0.0433050096035004
"330",10,2020-01-20,0.0935392454266548
"331",10,2020-01-21,0.137907117605209
"332",10,2020-01-22,0.135834902524948
"333",10,2020-01-23,0.144508838653564
"334",10,2020-01-24,0.180495768785477
"335",10,2020-01-25,0.131624460220337
"336",10,2020-01-26,0.0916908532381058
"337",10,2020-01-27,0.178597033023834
"338",10,2020-01-28,0.230494856834412
"339",10,2020-01-29,0.197221890091896
"340",10,2020-01-30,0.169469580054283
"341",10,2020-01-31,0.200545907020569
"342",11,2020-01-01,0.0179565697908401
"343",11,2020-01-02,0.00593282282352448
"344",11,2020-01-03,0.0412517674267292
"345",11,2020-01-04,0.0345637872815132
"346",11,2020-01-05,0.00696767866611481
"347",11,2020-01-06,0.0265228897333145
"348",11,2020-01-07,0.0195040479302406
"349",11,2020-01-08,0.0258324220776558
"350",11,2020-01-09,0.00725117325782776
"351",11,2020-01-10,0.0343094766139984
"352",11,2020-01-11,0.037093423306942
"353",11,2020-01-12,0.0209951102733612
"354",11,2020-01-13,0.0603454299271107
"355",11,2020-01-14,0.0516907349228859
"356",11,2020-01-15,0.0739886239171028
"357",11,2020-01-16,0.0756566673517227
"358",11,2020-01-17,0.0935991331934929
"359",11,2020-01-18,0.062185563147068
"360",11,2020-01-19,0.0435943603515625
"361",11,2020-01-20,0.0937563329935074
"362",11,2020-01-21,0.138228923082352
"363",11,2020-01-22,0.136129811406136
"364",11,2020-01-23,0.14488784968853
"365",11,2020-01-24,0.180617809295654
"366",11,2020-01-25,0.13179025053978
"367",11,2020-01-26,0.091741219162941
"368",11,2020-01-27,0.178631663322449
"369",11,2020-01-28,0.230523020029068
"370",11,2020-01-29,0.19722418487072
"371",11,2020-01-30,0.169470310211182
"372",11,2020-01-31,0.200546622276306
"373",12,2020-01-01,0.180226415395737
"374",12,2020-01-02,0.117334991693497
"375",12,2020-01-03,0.142154514789581
"376",12,2020-01-04,0.0927958711981773
"377",12,2020-01-05,0.0542011447250843
"378",12,2020-01-06,0.0856999307870865
"379",12,2020-01-07,0.0773429125547409
"380",12,2020-01-08,0.0724864900112152
"381",12,2020-01-09,0.0518421046435833
"382",12,2020-01-10,0.0731932148337364
"383",12,2020-01-11,0.0557955615222454
"384",12,2020-01-12,0.037050224840641
"385",12,2020-01-13,0.0758628472685814
"386",12,2020-01-14,0.0649991780519485
"387",12,2020-01-15,0.0823251828551292
"388",12,2020-01-16,0.081844799220562
"389",12,2020-01-17,0.0969829186797142
"390",12,2020-01-18,0.0644666850566864
"391",12,2020-01-19,0.0455928854644299
"392",12,2020-01-20,0.0952557250857353
"393",12,2020-01-21,0.140471071004868
"394",12,2020-01-22,0.138163894414902
"395",12,2020-01-23,0.147462248802185
"396",12,2020-01-24,0.181437388062477
"397",12,2020-01-25,0.132895976305008
"398",12,2020-01-26,0.0920758694410324
"399",12,2020-01-27,0.178861230611801
"400",12,2020-01-28,0.230709314346313
"401",12,2020-01-29,0.197239339351654
"402",12,2020-01-30,0.169475555419922
"403",12,2020-01-31,0.200551852583885
"404",13,2020-01-01,0.0752998068928719
"405",13,2020-01-02,0.053182777017355
"406",13,2020-01-03,0.0743333399295807
"407",13,2020-01-04,0.055846132338047
"408",13,2020-01-05,0.0255385711789131
"409",13,2020-01-06,0.0508717969059944
"410",13,2020-01-07,0.0459632724523544
"411",13,2020-01-08,0.0473174452781677
"412",13,2020-01-09,0.028436653316021
"413",13,2020-01-10,0.0536676123738289
"414",13,2020-01-11,0.0461639612913132
"415",13,2020-01-12,0.0291881784796715
"416",13,2020-01-13,0.0682574883103371
"417",13,2020-01-14,0.0584155656397343
"418",13,2020-01-15,0.0782212913036346
"419",13,2020-01-16,0.0788025110960007
"420",13,2020-01-17,0.0953195840120316
"421",13,2020-01-18,0.0633455738425255
"422",13,2020-01-19,0.0446122847497463
"423",13,2020-01-20,0.0945200100541115
"424",13,2020-01-21,0.139366686344147
"425",13,2020-01-22,0.137166529893875
"426",13,2020-01-23,0.146208599209785
"427",13,2020-01-24,0.181040287017822
"428",13,2020-01-25,0.132361903786659
"429",13,2020-01-26,0.0919145122170448
"430",13,2020-01-27,0.178750678896904
"431",13,2020-01-28,0.230619639158249
"432",13,2020-01-29,0.19723205268383
"433",13,2020-01-30,0.169473066926003
"434",13,2020-01-31,0.200549364089966
"435",14,2020-01-01,0.118473738431931
"436",14,2020-01-02,0.082265742123127
"437",14,2020-01-03,0.0938132628798485
"438",14,2020-01-04,0.0681197494268417
"439",14,2020-01-05,0.0357391014695168
"440",14,2020-01-06,0.0638573616743088
"441",14,2020-01-07,0.0586418509483337
"442",14,2020-01-08,0.0577728673815727
"443",14,2020-01-09,0.0384961701929569
"444",14,2020-01-10,0.062259778380394
"445",14,2020-01-11,0.0503416135907173
"446",14,2020-01-12,0.0326215028762817
"447",14,2020-01-13,0.071528859436512
"448",14,2020-01-14,0.0612754113972187
"449",14,2020-01-15,0.0800135880708694
"450",14,2020-01-16,0.0801321044564247
"451",14,2020-01-17,0.0960465669631958
"452",14,2020-01-18,0.0638356059789658
"453",14,2020-01-19,0.0450412854552269
"454",14,2020-01-20,0.0948418751358986
"455",14,2020-01-21,0.139848828315735
"456",14,2020-01-22,0.137603014707565
"457",14,2020-01-23,0.146759286522865
"458",14,2020-01-24,0.181215196847916
"459",14,2020-01-25,0.132597535848618
"460",14,2020-01-26,0.0919857695698738
"461",14,2020-01-27,0.178799539804459
"462",14,2020-01-28,0.230659276247025
"463",14,2020-01-29,0.197235286235809
"464",14,2020-01-30,0.169474110007286
"465",14,2020-01-31,0.200550422072411
"466",15,2020-01-01,0.00361652672290802
"467",15,2020-01-02,-0.00642626732587814
"468",15,2020-01-03,0.0316309183835983
"469",15,2020-01-04,0.0281591787934303
"470",15,2020-01-05,0.00118044763803482
"471",15,2020-01-06,0.0186873450875282
"472",15,2020-01-07,0.0103398114442825
"473",15,2020-01-08,0.0200285390019417
"474",15,2020-01-09,0.002299465239048
"475",15,2020-01-10,0.0296053141355515
"476",15,2020-01-11,0.0344105660915375
"477",15,2020-01-12,0.0185050740838051
"478",15,2020-01-13,0.0579098723828793
"479",15,2020-01-14,0.0498015694320202
"480",15,2020-01-15,0.0727905929088593
"481",15,2020-01-16,0.0747647285461426
"482",15,2020-01-17,0.0931111872196198
"483",15,2020-01-18,0.0618564896285534
"484",15,2020-01-19,0.0433050096035004
"485",15,2020-01-20,0.0935392454266548
"486",15,2020-01-21,0.137907117605209
"487",15,2020-01-22,0.135834902524948
"488",15,2020-01-23,0.144508838653564
"489",15,2020-01-24,0.180495768785477
"490",15,2020-01-25,0.131624460220337
"491",15,2020-01-26,0.0916908532381058
"492",15,2020-01-27,0.178597033023834
"493",15,2020-01-28,0.230494856834412
"494",15,2020-01-29,0.197221890091896
"495",15,2020-01-30,0.169469580054283
"496",15,2020-01-31,0.200545907020569
"497",16,2020-01-01,0.155616655945778
"498",16,2020-01-02,0.0979149118065834
"499",16,2020-01-03,0.102404378354549
"500",16,2020-01-04,0.0735769420862198
"501",16,2020-01-05,0.0402812175452709
"502",16,2020-01-06,0.069563239812851
"503",16,2020-01-07,0.0638592392206192
"504",16,2020-01-08,0.0619581565260887
"505",16,2020-01-09,0.042395144701004
"506",16,2020-01-10,0.0654968023300171
"507",16,2020-01-11,0.0519401393830776
"508",16,2020-01-12,0.0339261665940285
"509",16,2020-01-13,0.0727654695510864
"510",16,2020-01-14,0.0623456351459026
"511",16,2020-01-15,0.0806804597377777
"512",16,2020-01-16,0.08062644302845
"513",16,2020-01-17,0.0963168293237686
"514",16,2020-01-18,0.0640177726745605
"515",16,2020-01-19,0.0452006049454212
"516",16,2020-01-20,0.0949614122509956
"517",16,2020-01-21,0.140028297901154
"518",16,2020-01-22,0.13776507973671
"519",16,2020-01-23,0.146962970495224
"520",16,2020-01-24,0.181279689073563
"521",16,2020-01-25,0.132684245705605
"522",16,2020-01-26,0.0920119658112526
"523",16,2020-01-27,0.178817480802536
"524",16,2020-01-28,0.23067381978035
"525",16,2020-01-29,0.197236448526382
"526",16,2020-01-30,0.169474571943283
"527",16,2020-01-31,0.200550884008408
"528",17,2020-01-01,0.0664052590727806
"529",17,2020-01-02,0.0459480434656143
"530",17,2020-01-03,0.0696618929505348
"531",17,2020-01-04,0.0528992228209972
"532",17,2020-01-05,0.0230417549610138
"533",17,2020-01-06,0.0476648770272732
"534",17,2020-01-07,0.0426695421338081
"535",17,2020-01-08,0.0445311814546585
"536",17,2020-01-09,0.0256851837038994
"537",17,2020-01-10,0.0512538552284241
"538",17,2020-01-11,0.0450072921812534
"539",17,2020-01-12,0.0282320231199265
"540",17,2020-01-13,0.0673419162631035
"541",17,2020-01-14,0.057607926428318
"542",17,2020-01-15,0.0777123793959618
"543",17,2020-01-16,0.0784246921539307
"544",17,2020-01-17,0.0951129943132401
"545",17,2020-01-18,0.0632063001394272
"546",17,2020-01-19,0.0444902442395687
"547",17,2020-01-20,0.0944284498691559
"548",17,2020-01-21,0.139229819178581
"549",17,2020-01-22,0.137042298913002
"550",17,2020-01-23,0.146051317453384
"551",17,2020-01-24,0.180990189313889
"552",17,2020-01-25,0.132294282317162
"553",17,2020-01-26,0.0918940454721451
"554",17,2020-01-27,0.178736642003059
"555",17,2020-01-28,0.230608224868774
"556",17,2020-01-29,0.197231113910675
"557",17,2020-01-30,0.169472768902779
"558",17,2020-01-31,0.200549080967903
"559",18,2020-01-01,0.197326526045799
"560",18,2020-01-02,0.130182951688766
"561",18,2020-01-03,0.154438272118568
"562",18,2020-01-04,0.0968160852789879
"563",18,2020-01-05,0.0564227029681206
"564",18,2020-01-06,0.086866520345211
"565",18,2020-01-07,0.0782409906387329
"566",18,2020-01-08,0.0731738805770874
"567",18,2020-01-09,0.0524397529661655
"568",18,2020-01-10,0.0736730992794037
"569",18,2020-01-11,0.0560385286808014
"570",18,2020-01-12,0.0372459515929222
"571",18,2020-01-13,0.0760607868432999
"572",18,2020-01-14,0.0651674047112465
"573",18,2020-01-15,0.082429051399231
"574",18,2020-01-16,0.0819216966629028
"575",18,2020-01-17,0.0970249623060226
"576",18,2020-01-18,0.0644950121641159
"577",18,2020-01-19,0.0456176176667213
"578",18,2020-01-20,0.0952742770314217
"579",18,2020-01-21,0.140499025583267
"580",18,2020-01-22,0.138189047574997
"581",18,2020-01-23,0.14749364554882
"582",18,2020-01-24,0.181447267532349
"583",18,2020-01-25,0.13290923833847
"584",18,2020-01-26,0.0920798629522324
"585",18,2020-01-27,0.178863942623138
"586",18,2020-01-28,0.23071151971817
"587",18,2020-01-29,0.19723953306675
"588",18,2020-01-30,0.169475644826889
"589",18,2020-01-31,0.200551956892014
"590",19,2020-01-01,0.184675842523575
"591",19,2020-01-02,0.121036142110825
"592",19,2020-01-03,0.145865485072136
"593",19,2020-01-04,0.094193123281002
"594",19,2020-01-05,0.0549763515591621
"595",19,2020-01-06,0.0861098766326904
"596",19,2020-01-07,0.0776597261428833
"597",19,2020-01-08,0.0727291628718376
"598",19,2020-01-09,0.05205337703228
"599",19,2020-01-10,0.0733629837632179
"600",19,2020-01-11,0.0558814816176891
"601",19,2020-01-12,0.037119448184967
"602",19,2020-01-13,0.0759328752756119
"603",19,2020-01-14,0.065058708190918
"604",19,2020-01-15,0.0823619440197945
"605",19,2020-01-16,0.0818720310926437
"606",19,2020-01-17,0.0969978049397469
"607",19,2020-01-18,0.0644767135381699
"608",19,2020-01-19,0.0456016361713409
"609",19,2020-01-20,0.0952622890472412
"610",19,2020-01-21,0.140480980277061
"611",19,2020-01-22,0.138172805309296
"612",19,2020-01-23,0.147473365068436
"613",19,2020-01-24,0.181440889835358
"614",19,2020-01-25,0.132900685071945
"615",19,2020-01-26,0.0920772925019264
"616",19,2020-01-27,0.178862184286118
"617",19,2020-01-28,0.230710089206696
"618",19,2020-01-29,0.197239398956299
"619",19,2020-01-30,0.169475629925728
"620",19,2020-01-31,0.200551927089691
"621",20,2020-01-01,0.20039413869381
"622",20,2020-01-02,0.132072493433952
"623",20,2020-01-03,0.156106218695641
"624",20,2020-01-04,0.097307875752449
"625",20,2020-01-05,0.0566925890743732
"626",20,2020-01-06,0.0870065242052078
"627",20,2020-01-07,0.0783480554819107
"628",20,2020-01-08,0.073255717754364
"629",20,2020-01-09,0.0525107532739639
"630",20,2020-01-10,0.0737300366163254
"631",20,2020-01-11,0.0560673698782921
"632",20,2020-01-12,0.0372691825032234
"633",20,2020-01-13,0.0760842710733414
"634",20,2020-01-14,0.0651873499155045
"635",20,2020-01-15,0.0824413597583771
"636",20,2020-01-16,0.0819308161735535
"637",20,2020-01-17,0.0970299392938614
"638",20,2020-01-18,0.0644983798265457
"639",20,2020-01-19,0.0456205457448959
"640",20,2020-01-20,0.0952764749526978
"641",20,2020-01-21,0.140502348542213
"642",20,2020-01-22,0.138192012906075
"643",20,2020-01-23,0.147497341036797
"644",20,2020-01-24,0.181448444724083
"645",20,2020-01-25,0.132910817861557
"646",20,2020-01-26,0.0920803397893906
"647",20,2020-01-27,0.178864270448685
"648",20,2020-01-28,0.230711787939072
"649",20,2020-01-29,0.197239547967911
"650",20,2020-01-30,0.169475674629211
"651",20,2020-01-31,0.200551971793175
"652",21,2020-01-01,0.0244357734918594
"653",21,2020-01-02,0.0114357173442841
"654",21,2020-01-03,0.0454675666987896
"655",21,2020-01-04,0.0373359695076942
"656",21,2020-01-05,0.00944912433624268
"657",21,2020-01-06,0.0298451259732246
"658",21,2020-01-07,0.0233006998896599
"659",21,2020-01-08,0.028669498860836
"660",21,2020-01-09,0.00974753499031067
"661",21,2020-01-10,0.0366869643330574
"662",21,2020-01-11,0.0381823182106018
"663",21,2020-01-12,0.0220029726624489
"664",21,2020-01-13,0.0613270588219166
"665",21,2020-01-14,0.0524506792426109
"666",21,2020-01-15,0.0744687020778656
"667",21,2020-01-16,0.0760138928890228
"668",21,2020-01-17,0.093794547021389
"669",21,2020-01-18,0.0623173452913761
"670",21,2020-01-19,0.0437101647257805
"671",21,2020-01-20,0.0938432142138481
"672",21,2020-01-21,0.138357937335968
"673",21,2020-01-22,0.136247828602791
"674",21,2020-01-23,0.145039096474648
"675",21,2020-01-24,0.180666401982307
"676",21,2020-01-25,0.131856173276901
"677",21,2020-01-26,0.0917612388730049
